icao	lat	lon	type	size	fuel	name
08B	44.0001	-69.887	civil	594	0	Merrymeeting, Bowdoinham, Maine, United States
08C	42.9359	-85.805	civil	1195	0	Riverview, Jenison, Michigan, United States
08CL	37.8596	-120.554	civil	610	0	Kistler Ranch, Jamestown, California, United States
08CT	41.896	-73.0931	water	999	0	Seavair's Landing, Winsted, Connecticut, United States
08D	48.3008	-102.406	civil	1187	0	Stanley Mun, Stanley, North Dakota, United States
08F	34.5318	-96.2331	civil	616	0	City Of Coalgate, Coalgate, Oklahoma, United States
08FA	26.5798	-81.4837	civil	1033	0	Duda Airstrip, La Belle, Florida, United States
08FD	27.3631	-80.7728	civil	1261	0	Sunniland Ranch, Okeechobee, Florida, United States
08FL	27.0845	-81.3287	civil	762	0	J. H. Hendrie Farms, Lake Placid, Florida, United States
08GA	31.4258	-81.2859	civil	1524	0	Sapelo Island, Darien, Georgia, United States
08IA	41.4105	-92.8816	civil	1341	0	Vermeer, Pella, Iowa, United States
08ID	43.5693	-116.777	civil	762	0	Symms, Marsing, Idaho, United States
08IL	41.577	-89.794	civil	671	0	Harms Airstrip, Tampico, Illinois, United States
08IS	37.9778	-89.2029	civil	402	0	Hemmer Rla, Du Quoin, Illinois, United States
08K	40.6514	-98.0798	civil	2209	0	Harvard State, Harvard, Nebraska, United States
08KS	39.0347	-97.58	civil	823	0	Alderson, Bennington, Kansas, United States
08KY	36.9726	-84.6261	civil	762	0	Boss, Burnside, Kentucky, United States
08LL	41.0753	-88.4892	civil	668	0	Sauer, Dwight, Illinois, United States
08M	32.7612	-89.5301	civil	914	0	Carthage-Leake Co, Carthage, Mississippi, United States
08MA	42.294	-71.4962	civil	305	0	Wormid, Southborough, Massachusetts, United States
08MN	47.6694	-93.0544	water	999	1	Christenson Point, Chisholm/Hibbing, Minnesota, United States
08MO	37.3956	-94.2838	civil	1457	0	Twin Oaks, Jasper, Missouri, United States
08MT	47.0639	-108.817	civil	792	0	Clark, Grassrange, Montana, United States
08N	40.2918	-76.3288	civil	823	0	Keller Brothers, Lebanon, Pennsylvania, United States
08NC	36.0676	-80.4656	civil	975	0	Heathwood Farm, Lewisville, North Carolina, United States
08ND	47.3231	-102.098	civil	396	0	Brecht Strip, Golden Valley, North Dakota, United States
08NE	42.4317	-97.0795	civil	914	0	Laurel Municipal, Laurel, Nebraska, United States
08NY	41.3681	-74.5056	civil	320	0	Md1, Middletown, New York, United States
08OH	41.2917	-80.5637	civil	914	0	Kenley, Hartford, Ohio, United States
08OK	34.9315	-95.2583	civil	549	0	Parks, Wilburton, Oklahoma, United States
08OR	42.8393	-121.117	civil	853	0	Saxon Sycan, Silver Lake, Oregon, United States
08R	41.489	-71.6203	civil	649	0	Richmond, West Kingston, Rhode Island, United States
08TE	29.976	-98.7436	civil	945	0	B. J. McCombs Sisterdale, Comfort, Texas, United States
08TS	26.8878	-98.5072	civil	1036	0	Puesta Del Sol, La Gloria, Texas, United States
08TX	32.8582	-97.7475	civil	1189	0	Cross Wind, Weatherford, Texas, United States
08U	41.5157	-115.86	civil	1097	0	Stevens Crosby, North Fork, Nevada, United States
08VA	37.554	-79.7498	civil	457	0	Springwood Airstrip, Buchanan, Virginia, United States
08WI	43.0436	-90.3551	civil	549	0	Pierick, Highland, Wisconsin, United States
09A	32.1193	-88.1275	civil	1243	0	Butler-Choctaw Co, Butler, Alabama, United States
09AZ	31.9253	-110.038	civil	716	0	Stronghold, St David, Arizona, United States
09C	42.1625	-85.5458	civil	2336	0	Austin Lake, Kalamazoo, Michigan, United States
09CL	39.1138	-121.057	civil	914	0	Alta Sierra, Grass Valley, California, United States
09CO	38.0556	-103.653	civil	991	0	Cottonwood Field, Swink, Colorado, United States
09FA	27.2456	-81.4131	civil	1463	0	Placid Lakes, Lake Placid, Florida, United States
09FD	28.6711	-82.0873	civil	807	0	Cheryl-Lane Landings, Bushnell, Florida, United States
09FL	30.9022	-87.1765	civil	755	0	R V Jordan, Jay, Florida, United States
09GA	31.1113	-83.6841	civil	732	0	Sunbelt Strip, Moultrie, Georgia, United States
09I	48.6135	-93.361	water	999	1	International Falls, International Falls, Minnesota, United States
09IA	41.7458	-92.4093	civil	823	0	Skydive Iowa, Brooklyn, Iowa, United States
09ID	45.1041	-114.855	civil	701	0	Taylor Ranch Landing Area, Moscow, Idaho, United States
09II	38.4473	-86.445	civil	488	0	Gibbons Field, Valeene, Indiana, United States
09IN	41.1209	-85.425	civil	1341	0	Gordon, Columbia City, Indiana, United States
09J	31.0745	-81.4278	civil	1134	0	Jekyll Island, Jekyll Island, Georgia, United States
09K	41.637	-99.3404	civil	914	0	Sargent Mun, Sargent, Nebraska, United States
09KS	38.707	-95.1383	civil	762	0	Coffman, Wellsville, Kansas, United States
09LL	42.4681	-88.7432	civil	701	0	Pine Hill, Capron, Illinois, United States
09M	33.9915	-90.0781	civil	914	0	Charleston Mun, Charleston, Mississippi, United States
09MA	42.3043	-71.5059	civil	1128	0	Kallander Field, Southborough, Massachusetts, United States
09MN	44.78	-95.6636	civil	817	0	W Johnson Field, Hazel Run, Minnesota, United States
09MO	37.3784	-93.3633	civil	402	0	Hogue Farm, Willard, Missouri, United States
09MT	46.8333	-108.917	civil	1676	0	N Bar Ranch, Grassrange, Montana, United States
09N	41.8326	-73.876	civil	532	0	Airhaven, Staatsburg, New York, United States
09NC	35.3293	-79.03	civil	732	0	William Irving Lewis, Broadway, North Carolina, United States
09NE	41.3333	-96.1936	civil	762	0	Summer Hill Farm, Bennington, Nebraska, United States
09OH	40.3498	-80.9051	civil	610	0	Pine Acres, Hopedale, Ohio, United States
09OK	36.3545	-95.8639	civil	762	0	Ragtime Aerodrome, Collinsville, Oklahoma, United States
09PA	40.827	-77.9881	civil	701	0	Eagle Field, Port Matilda, Pennsylvania, United States
09R	30.7747	-94.4588	civil	1222	0	Tyler Co, Woodville, Texas, United States
09S	48.8416	-117.284	civil	579	0	Sullivan Lake State, Metaline Falls, Washington, United States
09TA	31.1605	-96.4375	civil	1219	0	Rockin 7 Ranch, Franklin, Texas, United States
09TE	32.2668	-97.867	civil	858	0	Running M Ranch, Glen Rose, Texas, United States
09TS	29.4824	-103.165	civil	1280	0	Pitcock Rosillos Mountain Ranch, Marathon, Texas, United States
09TX	30.7391	-102.024	civil	2670	0	Smokey Mtn Ranch, Sheffield, Texas, United States
09VA	36.9765	-80.4939	civil	335	0	Alum Ridge, Floyd, Virginia, United States
09WI	44.0036	-91.3076	civil	762	0	Parkway Farm Strip, Holmen, Wisconsin, United States
09Y	44.8166	-93.0155	water	999	0	Wipline, Inver Grove Hgts, Minnesota, United States
0A2	34.0904	-82.5679	civil	1194	0	Hester Meml, Calhoun Falls, South Carolina, United States
0A3	35.9853	-85.8093	civil	1251	0	Smithville Mun, Smithville, Tennessee, United States
0A4	36.3637	-82.309	civil	914	0	Johnson City, Johnson City, Tennessee, United States
0A7	35.3076	-82.4332	civil	937	0	Hendersonville, Hendersonville, North Carolina, United States
0A8	32.9368	-87.0889	civil	1280	0	Bibb Co, Centreville, Alabama, United States
0A9	36.3712	-82.1734	civil	1380	0	Elizabethton Mun, Elizabethton, Tennessee, United States
0AK	61.9346	-162.9	civil	772	0	Pilot Station, Pilot Station, Alaska, United States
0AK0	64.3925	-146.862	civil	320	0	Scotts, North Pole, Alaska, United States
0AK1	61.617	-149.315	civil	1585	0	Anderson Lake Strip, Wasilla, Alaska, United States
0AK2	71.0588	-154.751	civil	762	0	Cape Simpson, Cape Simpson, Alaska, United States
0AK3	62.0359	-150.494	civil	274	0	Parker Lake, Montana Creek, Alaska, United States
0AK6	61.8034	-147.944	civil	518	0	Victory, Victory Bible Camp, Alaska, United States
0AL1	30.4439	-87.6569	civil	805	0	Resort, Foley, Alabama, United States
0AL5	31.0322	-87.2528	civil	671	0	Flomaton, Flomaton, Alabama, United States
0AL9	34.85	-87.6325	civil	671	0	Wilson Creek, Florence, Alabama, United States
0AR1	35.0947	-93.202	civil	732	0	Hooterville South, Centerville, Arkansas, United States
0AR2	35.2668	-90.3501	civil	853	0	Mission Field-Marotti Memorial, Crawfordsville, Arkansas, United States
0AR3	35.899	-93.261	civil	610	0	Taylor's Air Strip, Deer, Arkansas, United States
0AR7	33.9501	-91.1812	civil	671	0	Yancopin, Watson, Arkansas, United States
0AZ1	32.3009	-111.324	civil	2362	0	Taylor Field, Marana, Arizona, United States
0AZ2	33.7781	-113.642	civil	1524	0	Salome Outback, Salome, Arizona, United States
0AZ4	32.9823	-112.287	civil	884	0	Flying Bucket Ranch, Mobile, Arizona, United States
0AZ5	33.8659	-112.603	civil	610	0	Castle Well, Morristown, Arizona, United States
0B1	44.4251	-70.8078	civil	1164	0	Bethel Regl, Bethel, Maine, United States
0B2	44.7637	-68.7678	civil	527	0	Brewer, Brewer, Maine, United States
0B4	42.6036	-97.2526	civil	1964	0	Hartington Mun, Hartington, Nebraska, United States
0B5	42.5914	-72.5228	civil	918	0	Turners Falls, Montague, Massachusetts, United States
0B7	44.1167	-72.8271	civil	785	0	Warren-Sugarbush, Warren, Vermont, United States
0B8	41.2513	-72.0316	civil	1254	0	Elizabeth, Fishers Island, New York, United States
0C0	42.4025	-88.6324	civil	2680	0	Dacy, Harvard, Illinois, United States
0C1	39.4878	-94.7805	civil	724	0	Rainbow Air Village, Dearborn, Missouri, United States
0C2	41.7709	-88.7034	civil	805	0	Hinckley, Hinckley, Illinois, United States
0C3	41.4834	-88.0834	civil	776	0	Wilhelmi, Joliet, Illinois, United States
0C4	42.1139	-96.7289	civil	1097	0	Pender Mun, Pender, Nebraska, United States
0C5	43.5764	-85.2806	civil	1158	0	Canadian Lakes, Mecosta, Michigan, United States
0C7	41.522	-89.1326	civil	1213	0	Grandpa's Farm-Mendota, Mendota, Illinois, United States
0C8	41.5195	-88.6056	civil	1899	0	Cushing, Newark, Illinois, United States
0CA1	34.9883	-120.458	civil	762	0	Northside Airpark, Santa Maria, California, United States
0CA3	34.5875	-120.013	civil	640	0	Crawford, Santa Ynez, California, United States
0CA4	34.6222	-120.065	civil	1097	0	Shepherd Ranch, Santa Ynez, California, United States
0CA5	33.1431	-116.745	civil	427	0	Hoffman Pvt, Santa Ysabel, California, United States
0CA6	32.7494	-116.016	civil	732	0	Emory Ranch, Ocotillo, California, United States
0CA8	33.4278	-116.843	civil	1381	0	Ward Ranch, Aguanga, California, United States
0CA9	35.595	-120.339	civil	1006	0	Blech Ranch, Shandon, California, United States
0CL1	34.5694	-117.556	civil	1646	0	Krey Field, Adelanto, California, United States
0CL3	32.6331	-116.893	civil	1280	0	John Nichol's Field, Chula Vista, California, United States
0CL6	34.6947	-118.283	civil	579	0	Bohunk's Airpark, Lancaster, California, United States
0CL8	35.5913	-117.634	civil	1067	0	Tera, Ridgecrest, California, United States
0CO1	40.0333	-105.124	civil	762	0	Dave's, Louisville, Colorado, United States
0CO2	38.8519	-106.933	civil	1219	0	Buckhorn Ranch, Crested Butte, Colorado, United States
0CO3	39.8894	-104.545	civil	1280	0	Greggs Nr 1, Bennett, Colorado, United States
0CO5	39.8333	-103.59	civil	853	0	Chenoweth, Last Chance, Colorado, United States
0CO6	38.2194	-108.213	civil	2591	0	Flying M &amp; M Ranch, Norwood, Colorado, United States
0CO8	40.2083	-105.013	civil	610	0	Cartwheel, Mead, Colorado, United States
0CO9	37.6583	-106.034	civil	792	0	Van Treese, Monte Vista, Colorado, United States
0D1	42.3508	-86.2561	civil	2308	0	South Haven Area Regl, South Haven, Michigan, United States
0D4	42.3562	-79.5489	civil	899	0	Camp Vernon, Westfield, New York, United States
0D5	43.1667	-76.808	civil	686	0	Hill Top Airpark, Wolcott, New York, United States
0D6	40.475	-96.9878	civil	1370	0	Wilber Mun, Wilber, Nebraska, United States
0D7	40.7906	-83.8291	civil	596	0	Ada, Ada, Ohio, United States
0D8	44.9873	-99.9535	civil	1980	0	Gettysburg Mun, Gettysburg, South Dakota, United States
0E0	34.9856	-106.009	civil	2343	0	Moriarty, Moriarty, New Mexico, United States
0E1	36.565	-103.491	civil	2057	0	Price Ranch, Mt Dora, New Mexico, United States
0E8	35.7177	-108.202	civil	1774	0	Crownpoint, Crownpoint, New Mexico, United States
0E9	40.7545	-93.2413	civil	997	0	Corydon, Corydon, Iowa, United States
0F2	33.6017	-97.7756	civil	1100	0	Bowie Mun, Bowie, Texas, United States
0F3	43.3875	-95.1392	civil	920	0	Spirit Lake Mun, Spirit Lake, Iowa, United States
0F4	41.2903	-98.9906	civil	1615	0	Loup City Mun, Loup City, Nebraska, United States
0F7	35.389	-95.6016	civil	914	0	Fountainhead Lodge, Eufaula, Oklahoma, United States
0F8	36.1753	-96.1518	civil	1770	0	Pogue Mun, Sand Springs, Oklahoma, United States
0F9	34.1959	-96.6756	civil	945	0	Tishomingo, Tishomingo, Oklahoma, United States
0FA1	27.3039	-81.8804	civil	549	0	Frierson Grove, Arcadia, Florida, United States
0FD0	29.2675	-81.2301	civil	1219	0	Big 'g', Ormond Beach, Florida, United States
0FD6	27.9075	-80.4864	water	914	0	Fulton, Sebastian, Florida, United States
0FD9	30.6521	-86.1094	civil	602	0	Joy Farms, Defuniak Springs, Florida, United States
0FL0	26.7306	-81.1639	civil	701	0	Harper's Fly-In Ranch, Clewiston, Florida, United States
0FL1	29.9833	-82.8356	civil	785	0	Thompson Airfield, Branford, Florida, United States
0FL2	28.7877	-81.1676	water	610	0	Alligator Drink, Geneva, Florida, United States
0FL5	28.4594	-81.3497	water	610	0	Lake Conway South, Belle Isle, Florida, United States
0FL8	30.1939	-81.6819	water	610	0	Gary Gale, Jacksonville, Florida, United States
0FL9	26.3939	-81.0231	civil	1875	0	McDaniel Ranch Inc., Clewiston, Florida, United States
0G0	43.1032	-78.7033	civil	881	0	North Buffalo Suburban, Lockport, New York, United States
0G3	40.3994	-96.1714	civil	1067	0	Tecumseh Mun, Tecumseh, Nebraska, United States
0G5	47.8163	-90.3976	water	999	1	Grand Marais/Cook County, Grand Marais, Minnesota, United States
0G6	41.4674	-84.5066	civil	1522	0	Williams Co, Bryan, Ohio, United States
0G7	42.8836	-76.7811	civil	1718	0	Finger Lakes Regl, Seneca Falls, New York, United States
0GA0	33.3562	-84.3671	civil	655	0	Halls Flying Ranch, Hampton, Georgia, United States
0GA1	34.4754	-82.9025	civil	610	0	Mustang Field, Hartwell, Georgia, United States
0GA2	34.3773	-82.9396	civil	792	0	Airnautique, Inc., Hartwell, Georgia, United States
0GA3	33.7701	-85.0608	civil	610	0	Ayresouth, Temple, Georgia, United States
0GA4	33.8129	-83.5057	civil	610	0	Paradise Falls, High Shoals, Georgia, United States
0GA6	33.7334	-83.8188	civil	640	0	Sunset Strip, Jersey, Georgia, United States
0GA7	33.6834	-84.9999	civil	914	0	Hickory Level Airfield, Temple, Georgia, United States
0GA8	30.8871	-83.416	civil	914	0	Paso Fino Farm, Valdosta, Georgia, United States
0GA9	32.7139	-84.0275	civil	1128	0	Roberta Industrial Park, Roberta, Georgia, United States
0GE0	33.7821	-84.8008	civil	610	0	Pinewood, Douglasville, Georgia, United States
0GE1	31.6655	-83.4471	civil	914	0	Crystal Lake Airpark, Irwinville, Georgia, United States
0GE2	31.1405	-85.0466	civil	1711	0	Georgia-Pacific, Cedar Springs, Georgia, United States
0GE3	34.9047	-85.4597	civil	610	0	Lookout Mountain, Trenton, Georgia, United States
0GE4	33.3314	-84.2667	civil	319	0	Pecan Patch Airstrip, Sunnyside, Georgia, United States
0GE5	34.5618	-83.7135	civil	762	0	Mountain Airpark, Cleveland, Georgia, United States
0H1	39.0045	-99.8929	civil	1219	0	Trego Wakeeney, Wakeeney, Kansas, United States
0H7	40.425	-91.7127	civil	808	0	Kahoka Mun, Kahoka, Missouri, United States
0I2	39.4767	-87.0997	civil	895	0	Brazil Clay Co, Brazil, Indiana, United States
0I8	38.3667	-84.2841	civil	1174	0	Cynthiana-Harrison Co, Cynthiana, Kentucky, United States
0IA3	42.4347	-92.328	civil	701	0	Hawkeye, Waterloo, Iowa, United States
0IA4	41.0334	-91.0501	civil	914	0	Sharar Field, Mediapolis, Iowa, United States
0IA5	40.8722	-93.2627	civil	610	0	Moore Private, Millerton, Iowa, United States
0IA6	41.6597	-92.2899	civil	792	0	Rinehart, Victor, Iowa, United States
0IA8	42.228	-91.751	civil	390	0	Hannen, Center Point, Iowa, United States
0II0	40.26	-85.2533	civil	457	0	Chuck's, Albany, Indiana, United States
0II1	40.4281	-86.1533	civil	396	0	Unsicker, Bremen, Indiana, United States
0II2	41.4573	-86.1244	civil	396	0	Creighton, Bremen, Indiana, United States
0II3	40.6278	-86.0378	civil	732	0	Miller Strip, Bunker Hill, Indiana, United States
0II5	40.6595	-86.8572	civil	732	0	Marshall Field, Chalmers, Indiana, United States
0II6	41.6431	-85.8297	civil	914	0	Kropf, Goshen, Indiana, United States
0II7	39.7956	-85.7861	civil	762	0	Frost Field, Greenfield, Indiana, United States
0II8	41.3248	-87.4759	civil	427	0	Sutton's Field, Lowell, Indiana, United States
0II9	39.5342	-86.5772	civil	488	0	Winters, Hall, Indiana, United States
0IL2	40.8473	-88.0478	civil	725	0	Wilken, Danforth, Illinois, United States
0IL3	40.157	-87.6745	civil	549	0	Flying B Ranch, Danville, Illinois, United States
0IL8	41.8725	-88.7237	civil	488	0	Walter, De Kalb, Illinois, United States
0IL9	41.8548	-88.7873	civil	853	0	Jack W. Watson, De Kalb, Illinois, United States
0IN1	38.5	-87.5959	civil	610	0	Snider Field, Decker, Indiana, United States
0IN2	40.8278	-85.0861	civil	1676	0	The Lazy K, Tocsin, Indiana, United States
0IN3	41.1167	-86.6667	civil	671	0	Graves Landing Strip, Winamac, Indiana, United States
0IN4	41.1278	-84.9472	civil	744	0	Air Park Field, Woodburn, Indiana, United States
0IN5	38.329	-86.0336	civil	366	0	Byrne Field, Byrneville, Indiana, United States
0IN9	37.9931	-87.9514	civil	732	0	Parrish, Mount Vernon, Indiana, United States
0IS3	41.6608	-89.6936	civil	762	0	Cady Aerial Rla, Deer Grove, Illinois, United States
0IS4	39.7625	-88.6715	civil	736	0	Dawson Farms, Lovington, Illinois, United States
0IS5	38.9345	-89.6251	civil	488	0	Mueller, New Douglas, Illinois, United States
0J0	31.6002	-85.2388	civil	888	0	Abbeville Mun, Abbeville, Alabama, United States
0J4	31.0425	-86.3116	civil	975	0	Florala Mun, Florala, Alabama, United States
0J6	31.3649	-85.3097	civil	2148	0	Headland Mun, Headland, Alabama, United States
0J8	29.618	-82.5087	civil	975	0	Flying Ten, Archer, Florida, United States
0J9	40.8695	-97.3517	civil	914	0	Flying V, Utica, Nebraska, United States
0K6	36.179	-95.5811	civil	480	0	Dobie's, Inola, Oklahoma, United States
0K7	42.7361	-94.2452	civil	1036	0	Humboldt Mun, Humboldt, Iowa, United States
0KS0	38.6333	-95.9253	civil	792	0	J V Ranch, Osage City, Kansas, United States
0KS1	39.2167	-95.3372	civil	701	0	Shomin, Oskaloosa, Kansas, United States
0KS2	38.56	-95.3091	civil	732	0	Kellie Mann Airfield, Ottawa, Kansas, United States
0KS3	38.5667	-95.3669	civil	610	0	Camp Chippewa, Ottawa, Kansas, United States
0KS4	38.8083	-95.5989	civil	533	0	Snoopys, Overbrook, Kansas, United States
0KS6	37.4522	-97.3178	civil	700	0	Kendrigan, Peck, Kansas, United States
0KS7	37.6928	-97.8864	civil	610	0	Mono Aircraft, Cheney, Kansas, United States
0KS8	37.3825	-95.3747	civil	518	0	Pearce Field, Parsons, Kansas, United States
0KS9	37.5159	-96.9198	civil	914	0	Lmn 120, Douglas, Kansas, United States
