icao	lat	lon	type	size	fuel	name
85IL	39.6373	-88.6359	civil	805	0	Durbin, Sullivan, Illinois, United States
85IN	40.4339	-87.505	civil	701	0	Leak, Tab, Indiana, United States
85IS	40.6181	-90.4598	civil	664	0	Prairie City, Prairie City, Illinois, United States
85KY	38.4703	-85.1386	civil	945	0	Deer Run Airpark, New Castle, Kentucky, United States
85LL	41.6839	-88.2623	civil	701	0	Wormley, Oswego, Illinois, United States
85MN	44.1586	-92.2021	civil	701	0	Christison, Plainview, Minnesota, United States
85MO	37.875	-92.3224	civil	671	0	Willhite, Swedeborg, Missouri, United States
85N	43.2667	-78.7678	civil	785	0	Hollands Intl, Newfane, New York, United States
85ND	48.0055	-97.5754	civil	610	0	Knudson, McCanna, North Dakota, United States
85NE	40.0208	-97.942	civil	732	0	Meyers Freedom Flight Hardy, Hardy, Nebraska, United States
85NY	42.5784	-78.52	civil	823	0	High Acres, Sardinia, New York, United States
85OH	41.4137	-80.947	civil	1097	0	Tounshendeaux, West Farmington, Ohio, United States
85OL	34.6195	-98.5956	civil	1675	0	Huscher Field, Cache, Oklahoma, United States
85OR	42.4046	-121.049	civil	792	0	Allen's Airstrip, Bly, Oregon, United States
85PA	40.5951	-78.7784	civil	439	0	Krumenacker, Carrolltown, Pennsylvania, United States
85PN	40.5792	-79.6053	civil	448	0	Kiski, Vandergrift, Pennsylvania, United States
85TA	32.6362	-97.1822	civil	518	0	Action Aero, Arlington, Texas, United States
85TX	30.0777	-97.9656	civil	1158	0	Rutherford Ranch, Buda, Texas, United States
85U	45.1166	-114.801	civil	503	0	Soldier Bar USFS, Soldier Bar, Idaho, United States
85V	35.7014	-109.51	civil	1372	0	Ganado, Ganado, Arizona, United States
85VA	37.8536	-76.2467	water	999	0	Land's End, Reedville, Virginia, United States
85WA	46.5265	-117.765	civil	640	0	Scott Seed Farm, Pomeroy, Washington, United States
86AR	34.8293	-91.9543	civil	457	0	Goacher, Lonoke, Arkansas, United States
86CO	40.3136	-105.145	civil	792	0	Lazy W, Berthod, Colorado, United States
86D	41.2959	-81.1582	civil	661	0	Far View, Hiram, Ohio, United States
86F	35.1236	-98.5752	civil	914	0	Carnegie Mun, Carnegie, Oklahoma, United States
86GA	34.8679	-85.0611	civil	610	0	Flying G Ranch, Tunnel Hill, Georgia, United States
86IL	40.9148	-89.1287	civil	671	0	Davison Rla, Minonk, Illinois, United States
86KS	38.7058	-94.8247	civil	805	0	Weiss, Spring Hill, Kansas, United States
86KY	37.6214	-85.7922	civil	640	0	Hornback, Hodgenville, Kentucky, United States
86LA	30.9738	-90.6657	civil	564	0	Spring, Kentwood, Louisiana, United States
86MI	42.1528	-83.5674	civil	750	0	Downwind Acres, Willis, Michigan, United States
86NC	36.2636	-76.4933	civil	884	0	Craig Craft, Hertford, North Carolina, United States
86NE	41.5417	-96.2739	civil	671	0	Orum Aerodrome, Blair, Nebraska, United States
86OH	41.0128	-81.9201	civil	762	0	Westfield, Westfield Center, Ohio, United States
86PN	41.0445	-76.3552	civil	468	0	Seesholtz, Bloomsburg, Pennsylvania, United States
86T	30.5613	-98.567	civil	884	0	Fowler, Lockhart, Texas, United States
86TA	30.6127	-98.2975	civil	1029	0	Slaughter Ranch, Marion, Texas, United States
86TS	31.4835	-94.0335	civil	1052	0	Fairway Farm, San Augustine, Texas, United States
86TX	29.7372	-98.3789	civil	518	0	Flying J, Bulverde, Texas, United States
86WA	47.004	-122.236	civil	762	0	Kapowsin Field, Kapowsin, Washington, United States
86WI	42.8253	-89.8701	civil	610	0	Bakers Field, Blanchardville, Wisconsin, United States
86XS	32.4001	-100.367	civil	792	0	Gesin Ranches, Sweetwater, Texas, United States
87AK	61.6515	-149.288	civil	335	0	Soloy Strip, Wasilla, Alaska, United States
87B	46.7603	-68.4808	water	999	1	Portage Lake Muni, Portage Lake, Maine, United States
87CA	36.3999	-119.618	civil	762	0	Swanson Ranch Nr 1, Hanford, California, United States
87CO	39.6911	-104.416	civil	732	0	Young's Strip, Bennett, Colorado, United States
87I	32.8832	-90.4636	civil	1527	0	Yazoo Co, Yazoo City, Mississippi, United States
87IL	41.5167	-88.2667	civil	549	0	Bushby Rla, Minooka, Illinois, United States
87IN	41.453	-86.4697	civil	402	0	May's Strip, Walkerton, Indiana, United States
87IS	39.8862	-91.3207	civil	427	0	Seigfried Halfpap, Quincy, Illinois, United States
87K	37.8567	-93.9991	civil	1745	0	El Dorado Springs Meml, El Dorado Springs, Missouri, United States
87KS	38.5875	-98.4048	civil	503	0	Holyrood Muni, Holyrood, Kansas, United States
87MN	48.8103	-95.2016	civil	701	0	Erickson, Roosevelt, Minnesota, United States
87MO	38.6961	-94.258	civil	914	0	Richters, East Lynne, Missouri, United States
87ND	47.5819	-98.569	civil	1158	0	Lowe Strip, McHenry, North Dakota, United States
87NE	40.8092	-97.5878	civil	610	0	Knox Landing, York, Nebraska, United States
87OH	41.7056	-84.3736	civil	805	0	Mundron Field, Fayette, Ohio, United States
87OI	41.2723	-82.623	civil	640	0	Lake Air Ranch, Norwalk, Ohio, United States
87OR	42.6518	-121.329	civil	518	0	Moondance Ranch, Beatty, Oregon, United States
87PA	40.9265	-79.7387	civil	792	0	Waltman, Chicora, Pennsylvania, United States
87TA	30.1891	-99.2698	civil	640	0	Cielo Grande Ranch, New Berlin, Texas, United States
87TE	29.4519	-95.8655	civil	640	0	Bowers Airpark, Needville, Texas, United States
87TX	28.69	-97.7603	civil	975	0	Porter Ranch, Burnell, Texas, United States
87VA	38.0811	-78.6956	civil	305	0	Cottonwood Farm, Crozet, Virginia, United States
87WI	43.0194	-89.1854	civil	366	0	Quale, Cottage Grove, Wisconsin, United States
87XS	29.7877	-99.2628	civil	1158	0	Cinco B Ranch, Menard, Texas, United States
87Y	43.1049	-89.1855	civil	1554	0	Blackhawk, Madison, Wisconsin, United States
88AK	60.5403	-150.868	civil	396	0	Dutch Landing Strip, Sterling, Alaska, United States
88C	42.8836	-88.5974	civil	655	0	Palmyra Mun, Palmyra, Wisconsin, United States
88CO	38.8861	-104.249	civil	1158	0	Tranquila, Yoder, Colorado, United States
88D	41.4037	-82.6013	civil	694	0	Hinde, Huron, Ohio, United States
88G	41.9198	-83.7349	civil	725	0	Gradolph, Petersburg, Michigan, United States
88GA	33.1119	-84.4447	civil	610	0	Beaver Creek, Concord, Georgia, United States
88IN	39.5798	-85.9322	civil	396	0	Gardner, Boggstown, Indiana, United States
88IS	40.0084	-91.3821	civil	671	0	Blickhan Lndg Area, Quincy, Illinois, United States
88J	32.9951	-81.2702	civil	1525	0	Allendale Co, Allendale, South Carolina, United States
88LA	30.1294	-92.1351	civil	671	0	Freebird Field, Lafayette, Louisiana, United States
88LL	42.1917	-89.8382	civil	488	0	Block, Pearl City, Illinois, United States
88M	48.9689	-115.07	civil	1280	0	Eureka, Eureka, Montana, United States
88MO	36.7017	-91.8027	civil	732	0	Howell Valley, West Plains, Missouri, United States
88ND	48.7089	-97.994	civil	610	0	Goodman Strip, Milton, North Dakota, United States
88NE	40.4039	-96.0172	civil	427	0	Ensor Field, Johnson, Nebraska, United States
88NY	43.1578	-78.3584	civil	549	0	Zelazny, Shelby, New York, United States
88OH	41.6	-83.3166	civil	792	0	Chippewa Field, Williston, Ohio, United States
88OK	36.1934	-97.0907	civil	305	0	Hilltop, Stillwater, Oklahoma, United States
88OL	34.9645	-96.2711	civil	762	0	Pace Field, Calvin, Oklahoma, United States
88OR	44.5683	-122.971	civil	610	0	Tallman, Lebanon, Oregon, United States
88PA	40.5392	-80.4131	civil	396	0	McCoy, Clinton, Pennsylvania, United States
88R	30.478	-98.1211	civil	1189	0	Spicewood, Spofford, Texas, United States
88TA	31.456	-104.844	civil	1219	0	Figure 2 Ranch, Van Horn, Texas, United States
88TX	32.2043	-100.042	civil	610	0	Sears, Buffalo Gap, Texas, United States
88VA	38.3742	-77.9919	civil	671	0	Belmont Farm, Culpeper, Virginia, United States
88WI	44.5083	-87.8607	civil	1280	0	Nicolet, Green Bay, Wisconsin, United States
88XS	30.0191	-94.3877	civil	671	0	Bogan &amp; Fontenot, Nome, Texas, United States
88Y	42.2003	-98.7345	civil	762	0	Perkins Meml, Chambers, Nebraska, United States
89AK	61.5517	-149.709	civil	610	0	Lincoln Village Airpark, Wasilla, Alaska, United States
89CA	36.4666	-119.884	civil	762	0	Swanson Ranch Nr 2, Riverdale, California, United States
89CO	40.2389	-103.992	civil	975	0	Vallery, Wiggins, Colorado, United States
89D	41.6028	-82.6846	civil	1363	0	Kelleys I, Kelleys I, Ohio, United States
89FD	28.0589	-81.637	water	999	0	Lake Hamilton, Lake Hamilton, Florida, United States
89FL	28.5292	-81.4809	water	999	0	Lake Hiawassee, Orlando, Florida, United States
89GA	33.6054	-84.6558	civil	366	0	Hilltop, Fairburn, Georgia, United States
89IA	42.0514	-91.7168	civil	914	0	Chain Lakes Airpark, Cedar Rapids, Iowa, United States
89IN	39.507	-86.3897	civil	732	0	Milhon, Martinsville, Indiana, United States
89IS	38.2167	-89.9751	civil	366	0	Voges Airstrip, Red Bud, Illinois, United States
89K	39.5882	-94.7838	civil	640	0	Farris Strip, Faucett, Missouri, United States
89LL	41.3584	-87.725	civil	762	0	Norman, Peotone, Illinois, United States
89MN	45.3877	-92.6969	civil	488	0	Beskar, Taylors Falls, Minnesota, United States
89MO	38.5833	-94.5797	civil	750	0	Bishop's Landing, Westline, Missouri, United States
89N	44.3167	-75.8997	civil	1305	0	Maxson Airfield, Alexandria Bay, New York, United States
89ND	47.9114	-101.249	civil	518	0	Poleschook, Minot, North Dakota, United States
89NE	41.1703	-101.001	civil	640	0	George, Hershey, Nebraska, United States
89NJ	39.4892	-74.7236	civil	671	0	Strawberry Fields, Mays Landing, New Jersey, United States
89NY	42.7589	-78.3922	civil	610	0	Sheldon Airstrip, Sheldon, New York, United States
89OH	40.4251	-80.6748	civil	762	0	Granatir, Wintersville, Ohio, United States
89OI	41.0389	-80.984	civil	518	0	Circle C, Berlin Center, Ohio, United States
89OK	35.4431	-94.8975	civil	600	0	Neversweat Too, Sallisaw, Oklahoma, United States
89OR	42.5979	-122.713	civil	381	0	Mucky Flat, Eagle Point, Oregon, United States
89TA	30.1927	-95.9633	civil	975	0	Soaring Club Of Houston, Waller, Texas, United States
89TE	29.278	-103.687	civil	2286	0	Lajitas Fld, Lajitas Fld, Texas, United States
89TS	31.5668	-95.7666	civil	1585	0	Carter Ranch, Oakwood, Texas, United States
89TX	30.8793	-98.417	civil	853	0	Aero-Bee Ranch Airstrip, Burnet, Texas, United States
89VA	38.8512	-78.548	civil	457	0	Hidden River, Edinburg, Virginia, United States
89WA	48.2707	-122.019	civil	427	0	Williams Airpatch, Arlington, Washington, United States
89WI	42.9069	-90.0321	civil	483	0	Tuschen, Jonesdale, Wisconsin, United States
89Y	42.7333	-84.3237	civil	701	0	Maidens, Williamston, Michigan, United States
8A0	34.2291	-86.2558	civil	1864	0	The Albertville Mun-Brumlik, Albertville, Alabama, United States
8A1	34.3994	-86.2702	civil	1026	0	Guntersville Mun, Guntersville, Alabama, United States
8A3	36.4122	-85.3115	civil	1219	0	Livingston Mun, Livingston, Tennessee, United States
8A6	35.2138	-80.6701	civil	864	0	Wilgrove, Charlotte, North Carolina, United States
8A7	35.9149	-80.4568	civil	896	0	Twin Lakes, Mocksville, North Carolina, United States
8A9	33.5376	-84.6388	civil	820	0	South Fulton, Palmetto, Georgia, United States
8AK0	58.7109	-156.995	civil	671	0	Diamond Nn Cannery, South Naknek, Alaska, United States
8AK2	60.7025	-151.294	civil	427	0	Carty's Airstrip, Kenai, Alaska, United States
8AK3	66.766	-160.153	civil	914	0	Roland Norton Memorial Airstrip, Selawik, Alaska, United States
8AK4	60.5342	-150.852	water	999	0	Scout Lake, Sterling, Alaska, United States
8AK6	61.3719	-150.262	civil	792	0	Little Susitna, Susitna Station, Alaska, United States
8AK7	70.1728	-146.836	civil	1073	0	Bullen Point Air Force Station, Kaktovik, Alaska, United States
8AK8	61.63	-149.683	civil	427	0	Cizek South, Wasilla, Alaska, United States
8AK9	63.2999	-143.023	civil	620	0	Tok 2, Tok, Alaska, United States
8AR1	36.4894	-92.6422	civil	549	0	Totty Field, Oakland, Arkansas, United States
8B0	44.9919	-70.6646	civil	974	0	Bean Mun, Rangeley, Maine, United States
8B1	43.0667	-71.8995	civil	994	0	Hawthorne-Feather, Hillsboro, New Hampshire, United States
8B2	44.264	-71.5476	civil	805	0	Twin Mountain, Twin Mountain, New Hampshire, United States
8B4	43.1917	-76.8844	civil	732	0	Farnsworths, North Rose, New York, United States
8B5	42.3543	-72.1287	civil	934	0	Tanner-Hiller, Barre, Massachusetts, United States
8B8	43.5876	-71.2662	civil	774	0	Lakes Region, Wolfeboro, New Hampshire, United States
8C0	41.6333	-93.2002	civil	914	0	Prairie City-Krohn, Prairie City, Iowa, United States
8C2	41.5722	-92.8474	civil	649	0	Sully Mun, Sully, Iowa, United States
8C4	41.7634	-91.1529	civil	913	0	Mathews Meml, Tipton, Iowa, United States
8C5	41.9917	-92.5619	civil	564	0	Toledo Mun, Toledo, Iowa, United States
8C6	42.1992	-92.458	civil	779	0	Traer Mun, Traer, Iowa, United States
8CA0	34.5839	-117.267	civil	792	0	Osborne Private, Victorville, California, United States
8CA5	33.6456	-117.11	civil	762	0	Pines Airpark, Winchester, California, United States
8CA8	38.0674	-121.208	civil	1067	0	Wallom Field, Lodi, California, United States
8CO0	40.2528	-104.003	civil	777	0	Kent, Wiggins, Colorado, United States
8CO2	40.6708	-104.208	civil	1158	0	William Leon Schawo, Briggsdale, Colorado, United States
8CO4	39.6705	-104.136	civil	792	0	East Moore Field, Byers, Colorado, United States
8CO5	38.8339	-107.892	civil	671	0	Widner, Hotchkiss, Colorado, United States
8CO7	40.1225	-105.172	civil	1036	0	Colorado Antique Field, Niwot, Colorado, United States
8CO8	40.1083	-102.728	civil	823	0	Koenig, Yuma, Colorado, United States
8CO9	39.3444	-104.581	civil	1341	0	Pine View, Elizabeth, Colorado, United States
8D1	43.9442	-88.1135	civil	1993	0	New Holstein Mun, New Holstein, Wisconsin, United States
8D3	45.6708	-96.9962	civil	1615	0	Sisseton Mun, Sisseton, South Dakota, United States
8D4	43.1286	-85.6769	civil	974	0	Miller-Sparta, Sparta, Michigan, United States
8D6	45.9083	-101.346	civil	1128	0	McIntosh Mun, McIntosh, South Dakota, United States
8D7	44.895	-97.7108	civil	1979	0	Clark Co, Clark, South Dakota, United States
8D8	43.148	-98.5404	civil	792	0	Lake Andes Mun, Lake Andes, South Dakota, United States
8D9	44.0291	-97.5378	civil	1473	0	Howard Mun, Howard, South Dakota, United States
8F3	33.6238	-101.241	civil	1099	0	Crosbyton Mun, Crosbyton, Texas, United States
8F4	33.9793	-99.7129	civil	975	0	Foard Co, Crowell, Texas, United States
8F5	33.1268	-94.6988	civil	939	0	Greater Morris Co, Daingerfield, Texas, United States
8F6	43.8517	-100.712	civil	1036	0	Murdo Mun, Murdo, South Dakota, United States
8F7	33.2546	-97.5806	civil	1191	0	Decatur Mun, Decatur, Texas, United States
8F8	33.7337	-96.6221	civil	549	0	Mckeon Aviation, Denison, Texas, United States
8FA0	28.1086	-81.9587	water	999	0	Lake Gibson, Lakeland, Florida, United States
8FD0	26.9551	-81.8641	civil	899	0	Hickory Run Ranch, Punta Gorda, Florida, United States
8FD1	30.0988	-82.9276	civil	762	0	Buckner, McAlpin, Florida, United States
8FD2	29.7152	-82.0943	civil	1372	0	The Flying Horseman, Melrose, Florida, United States
8FD3	30.8777	-86.8544	civil	1219	0	Blackwater Airfield, Munson, Florida, United States
8FD5	27.1889	-81.087	civil	1036	0	Lykes Brighton, Okeechobee, Florida, United States
8FL0	29.728	-81.4398	civil	1381	0	Hutson Airfield, Hastings, Florida, United States
8FL1	27.197	-81.9156	civil	853	0	McDonald's Field, Arcadia, Florida, United States
8FL2	29.0011	-82.1006	civil	671	0	Norton, Belleview, Florida, United States
8FL3	29.073	-81.9995	civil	914	0	Back Achers, Belleview, Florida, United States
8FL6	30.6735	-86.8519	civil	610	0	George T McCutchan, Harold, Florida, United States
8FL9	26.6628	-81.4234	civil	809	0	Southwest Citrus, La Belle, Florida, United States
8G1	41.0387	-82.7245	civil	1226	0	Willard, Willard, Ohio, United States
8G2	41.9076	-79.6411	civil	1248	0	Corry-Lawrence, Corry, Pennsylvania, United States
8G3	42.0687	-78.4045	civil	960	0	Giermek Executive, Olean, New York, United States
8G6	40.2384	-81.0129	civil	1271	0	Harrison Co, Cadiz, Ohio, United States
8G7	40.8016	-80.1607	civil	1251	0	Zelienople Mun, Zelienople, Pennsylvania, United States
8G8	40.8834	-80.8831	civil	555	0	Koons, Salem, Ohio, United States
8GA0	33.5979	-84.1444	civil	549	0	Jim's Private, Conyers, Georgia, United States
8GA1	33.4212	-85.1619	civil	716	0	Gum Creek, Roopville, Georgia, United States
8GA3	31.7752	-84.1249	civil	945	0	Leesburg Spraying, Leesburg, Georgia, United States
8GA6	33.1607	-84.3185	civil	762	0	S &amp; S Landing Strip, Griffin, Georgia, United States
8GA7	34.202	-84.9772	civil	1158	0	Etowah Bend, Kingston, Georgia, United States
8GA8	33.5773	-85.003	civil	610	0	Falcons Aerie, Carrollton, Georgia, United States
8GA9	33.2768	-84.4108	civil	905	0	Brook Bridge Aerodrome, Vaughn, Georgia, United States
8I1	38.6945	-85.1983	civil	509	0	Robinson, Vevay, Indiana, United States
8I2	39.9312	-87.065	civil	1119	0	Shades State Park, Waveland, Indiana, United States
8I3	40.4334	-86.2033	civil	624	0	Glenndale, Kokomo, Indiana, United States
8IA2	41.1739	-91.3618	civil	747	0	Port Paradise Farms, Winfield, Iowa, United States
8IA9	41.1561	-95.2442	civil	536	0	Shields, Red Oak, Iowa, United States
8II0	38.857	-85.1013	civil	549	0	Allen And Gloss, Bennington, Indiana, United States
8II1	39.1831	-87.1261	civil	402	0	Careferre Acres, Jasonville, Indiana, United States
8II2	39.6531	-84.8661	civil	616	0	Norris Field, Liberty, Indiana, United States
8II3	38.2125	-87.5795	civil	792	0	Thrust Industries, Haubstadt, Indiana, United States
8II5	40.8995	-85	civil	518	0	Holt Field, Hoagland, Indiana, United States
8IL0	42.3528	-88.6348	civil	594	0	Adkins Rla, Harvard, Illinois, United States
8IL1	42.4084	-88.6529	civil	604	0	Twin Gardens, Harvard, Illinois, United States
8IL2	42.4847	-88.6001	civil	610	0	Kirkpatrick, Harvard, Illinois, United States
8IL3	41.7381	-89.1625	civil	777	0	Butler Hill Rla, West Brooklyn, Illinois, United States
8IL5	42.3681	-89.3542	civil	549	0	O'Connor Field, Pecatonica, Illinois, United States
8IL7	42.3711	-88.247	water	999	1	Dutch Creek, McHenry, Illinois, United States
8IL9	41.2	-89.3501	water	999	0	Little Sister, Hennepin, Illinois, United States
8IS1	39.3078	-89.9932	civil	975	0	Nelson, Carlinville, Illinois, United States
8IS5	40.8167	-87.9917	civil	549	0	Classen Field Rla, Danforth, Illinois, United States
8IS7	41.6431	-88.8179	civil	671	0	Dewey, Leland, Illinois, United States
8J2	29.5875	-82.8712	civil	792	0	Ames, Trenton, Florida, United States
8J7	47.6964	-99.1312	civil	1097	0	Tomlinson, New Rockford, North Dakota, United States
8K0	37.5514	-99.6448	civil	780	0	Bucklin, Bucklin, Kansas, United States
8K2	37.2782	-98.0435	civil	1648	0	Harper Mun, Harper, Kansas, United States
8K5	37.8639	-95.7642	civil	914	0	Yates Center, Yates Center, Kansas, United States
8K6	39.5025	-98.4451	civil	1099	0	Cawker City, Cawker City, Kansas, United States
8K7	37.6	-99.2751	civil	1524	0	Windle Mun, Greensburg, Kansas, United States
8K8	37.8306	-100.35	civil	1600	0	Cimarron Mun, Cimarron, Kansas, United States
8K9	55.3896	-131.738	water	3048	1	Murphys Pullout, Ketchikan, Alaska, United States
8KA	62.2933	-153.362	civil	366	0	Tatitna, Tatitna, Alaska, United States
8KS0	37.8125	-101.459	civil	853	0	Morgan Farms, Ulysses, Kansas, United States
8KS1	39.1719	-94.9808	civil	610	0	Neu Field, Basehor, Kansas, United States
8KS2	37.9389	-96.2308	civil	853	0	King Ranch, Hamilton, Kansas, United States
8KS3	39.8528	-95.4805	civil	774	0	Davis Airfield, Hiawatha, Kansas, United States
8KS4	38.905	-99.3509	civil	366	0	Rans, Hays, Kansas, United States
8KS5	37.3167	-95.2803	civil	610	0	Blue Sky, Parsons, Kansas, United States
8KS7	38.7331	-94.6452	civil	549	0	Pine Sod Ranch, Stilwell, Kansas, United States
8KS8	38.9178	-97.0078	civil	732	0	Prairie Cottage, Chapman, Kansas, United States
8KS9	38.4445	-95.4253	civil	762	0	The Wilderness, Williamsburg, Kansas, United States
8KY0	38.3967	-84.4636	civil	213	0	Alberta, Alberta, Kentucky, United States
8LA1	29.2605	-89.3548	water	999	1	Chevron Usa Inc., Venice, Louisiana, United States
8LA9	30.3571	-92.7446	civil	792	0	Koll, Welsh, Louisiana, United States
8LL0	38.8875	-89.5573	civil	640	0	Nance, Old Ripley, Illinois, United States
8LL1	42.3567	-88.5062	civil	578	0	Hunter, Woodstock, Illinois, United States
8LL2	41.3695	-89.5598	civil	457	0	Eckberg, Wyanet, Illinois, United States
8LL7	39.5945	-89.5945	civil	579	0	Donald A. Hamilton, Pawnee, Illinois, United States
8LL9	39.5862	-89.5487	civil	610	0	Fry Rla, Pawnee, Illinois, United States
8M0	34.5126	-91.564	civil	671	0	Hargrove, Stuttgart, Arkansas, United States
8M1	34.5898	-88.647	civil	1220	0	Booneville/Baldwyn, Booneville/Baldwyn, Mississippi, United States
8M2	35.5876	-90.9084	civil	710	0	Wofford, Weiner, Arkansas, United States
8M6	47.783	-98.1865	civil	1442	0	McVille Mun, McVille, North Dakota, United States
8M7	37.1889	-87.675	civil	876	0	Tradewater, Dawson Springs, Kentucky, United States
8M8	44.8042	-84.2736	civil	1538	0	Garland, Lewiston, Michigan, United States
8M9	37.4248	-87.7361	civil	1158	0	Providence-Webster Co, Providence, Kentucky, United States
8MD0	39.3833	-77.0175	civil	544	0	Suzie Field, Woodbine, Maryland, United States
8MD4	38.9806	-75.7778	civil	701	0	Spiering, Greensboro, Maryland, United States
8MD5	39.4983	-77.2217	civil	610	0	Harrison Farm, Libertytown, Maryland, United States
8MD6	38.3971	-77.1469	civil	671	0	Burgess Field, Riverside, Maryland, United States
8MD7	38.2386	-76.6597	civil	305	0	Deerfield, Leonardtown, Maryland, United States
8MI0	42.412	-86.1709	civil	792	0	Trowbridge Farms, South Haven, Michigan, United States
8MI3	42.1959	-85.8056	civil	610	0	Mattawan Airpark, Mattawan, Michigan, United States
8MI4	43.4959	-85.5737	civil	762	0	Howe, Morley, Michigan, United States
8MI7	46.1619	-86.4843	civil	610	0	Bass Lake, Steuben, Michigan, United States
8MI8	42.9947	-85.4542	civil	805	0	Cupp/Sjvs Landing Strip, Mendon, Michigan, United States
8MI9	42.305	-84.1067	civil	457	0	Winters Field, Chelsea, Michigan, United States
8MN0	44.2016	-92.4835	water	999	1	Lake Zumbro, Oronoco, Minnesota, United States
8MN1	44.5314	-92.8052	civil	671	0	Stewart Farms, Cannon Falls, Minnesota, United States
8MN2	47.3163	-93.5916	civil	701	0	Richter Ranch, Cohasset, Minnesota, United States
8MN3	46.5958	-94.22	civil	777	0	Breezy Point, Pequot Lakes, Minnesota, United States
8MN4	46.3797	-93.8136	civil	640	0	Sethney Personal, Deerwood, Minnesota, United States
8MN5	45.2083	-93.1336	civil	610	0	Vieira, Lino Lakes, Minnesota, United States
8MN6	44.5855	-93.1849	civil	701	0	Le Nore's, Farmington, Minnesota, United States
8MN8	47.0127	-93.3938	civil	1341	0	Porter, Jacobson, Minnesota, United States
8MN9	45.2569	-94.0391	civil	701	0	Mavencamp, Maple Lake, Minnesota, United States
8MO1	36.7378	-93.3819	civil	671	0	Emerson, Reeds Spring, Missouri, United States
8MO3	39.3247	-93.9416	civil	1402	0	Curtis Field, Richmond, Missouri, United States
8MO4	38.2084	-90.8668	civil	610	0	Joan Lake, Richwoods, Missouri, United States
8MO5	39.8228	-94.3841	civil	610	0	Cayton Pony Express, Maysville, Missouri, United States
8MO7	39.4917	-95.0066	civil	792	0	Bean Lake, Rushville, Missouri, United States
8MO8	36.9112	-93.8669	civil	396	0	Frazier, Monett, Missouri, United States
8N1	40.4848	-76.2636	civil	829	0	Grimes, Bethel, Pennsylvania, United States
8N2	41.3998	-88.7939	civil	1378	0	Skydive Chicago, Ottawa, Illinois, United States
8N4	41.2168	-75.2496	civil	733	0	Flying Dollar, Canadensis, Pennsylvania, United States
8N7	40.0251	-76.4872	civil	1113	0	McGinness, Columbia, Pennsylvania, United States
8N8	40.9515	-76.6427	civil	652	0	Danville, Danville, Pennsylvania, United States
8NA0	46.8811	-99.6309	civil	640	0	Tappen Airstrip, Tappen, North Dakota, United States
8NA1	48.6228	-100.783	water	999	0	Deep River, Upham, North Dakota, United States
8NA2	48.5483	-99.7268	civil	747	0	Slaubaugh Airstrip, Wolford, North Dakota, United States
8NA3	48.3656	-99.5393	civil	792	0	Haugen Airstrip, York, North Dakota, United States
8NA4	46.6145	-103.518	civil	1829	0	Logging Camp Plateau Airstrip, Amidon, North Dakota, United States
8NA5	46.663	-98.6304	civil	853	0	Liechty Farm, Montpelier, North Dakota, United States
8NA6	48.9453	-97.549	civil	1158	0	Hardy Private Airstrip, Neche, North Dakota, United States
8NA8	47.7069	-101.577	civil	610	0	Miller Private Airstrip, Garrison, North Dakota, United States
8NA9	47.328	-97.679	civil	1372	0	Hashbarger Farm Airstrip, Hope, North Dakota, United States
8NC1	35.3763	-79.2409	civil	732	0	Dean Wings Past, Cameron, North Carolina, United States
8NC2	35.2893	-81.7851	civil	762	0	Big Oaks, Caroleen, North Carolina, United States
8NC3	34.9506	-78.8591	civil	610	0	Bill Johnsons, Fayetteville, North Carolina, United States
8NC4	35.7299	-79.3128	civil	610	0	Dead Dog, Pittsboro, North Carolina, United States
8NC5	34.5746	-79.2489	civil	1097	0	Adams, Rowland, North Carolina, United States
8NC6	35.6896	-79.407	civil	671	0	Brooks Field, Siler City, North Carolina, United States
8NC8	36.0613	-78.784	civil	975	0	Lake Ridge Aero Park, Durham, North Carolina, United States
8NC9	35.3072	-82.4336	civil	732	0	W.N.C. Air Museum, Hendersonville, North Carolina, United States
8ND0	48.9014	-99.0168	civil	549	0	Amble, Sarles, North Dakota, United States
8ND1	47.4631	-100.997	civil	610	0	Johnson Private, Underwood, North Dakota, United States
8ND3	46.487	-103.619	civil	610	0	Bergquist, Amidon, North Dakota, United States
8ND4	48.0736	-97.1862	civil	762	0	Heyde, Manvel, North Dakota, United States
8ND5	46.7639	-97.4054	civil	762	0	Ausk Strip, Chaffee, North Dakota, United States
8ND6	46.7127	-97.3909	civil	792	0	J Vining, Chaffee, North Dakota, United States
8ND8	47.25	-98.5587	civil	792	0	Hoggarth Farm, Courtenay, North Dakota, United States
8ND9	47.2278	-98.1229	civil	732	0	Haugen, Dazey, North Dakota, United States
8NE1	42.2083	-103.029	civil	1006	0	Cullan, Hemingford, Nebraska, United States
8NE2	41.0417	-96.0336	civil	524	0	P &amp; R, Cedar Creek, Nebraska, United States
8NE3	40.4819	-101.813	civil	1006	0	Smith Field, Champion, Nebraska, United States
8NE4	40.8708	-96.292	civil	549	0	Bornemeier Airstrip, Elmwood, Nebraska, United States
8NE5	41.7906	-98.7298	civil	914	0	X1 Ranch, Ericson, Nebraska, United States
8NE6	40.1208	-98.9254	civil	610	0	Franklin's Plainview, Franklin, Nebraska, United States
8NE7	40.1	-99.0004	civil	975	0	Smith, Franklin, Nebraska, United States
8NE9	41.3903	-97.9645	civil	1021	0	C A M P, Fullerton, Nebraska, United States
